Date,Username,URL,Hashtags,Rendered_Content,Out_Links,Users_Mentioned,Media,Coordinates,Place,Source_URL,Source_Label,Retweeted_Tweet,Quoted_Tweet,Replies,Retweets,Likes,Quotes
12/13/2022 8:30:02 AM,SBTS,https://twitter.com/SBTS/status/1602657097233178629,['TheBriefing'],"Conservative Christians, Why Draw the Line over Gay Marriage?: A Case for Upholding the Biblical Definition of Marriage in Our Society @albertmohler  #TheBriefing albertmohler.com/2022/12/13/bri…",['https://albertmohler.com/2022/12/13/briefing-12-13-22/'],['albertmohler'],,,,https://sproutsocial.com,Sprout Social,,,0,1,4,0
12/12/2022 9:49:59 AM,SBTS,https://twitter.com/SBTS/status/1602314830811119618,,"NEWS: “There are people yet unborn who will come to know the Lord Jesus by the preaching and testimony and influence of these graduates. […] There are generations yet untaught who will be taught the Word of God.” - @albertmohler 

news.sbts.edu/2022/12/12/gra…",['https://news.sbts.edu/2022/12/12/graduates-will-impact-the-22nd-century-mohler-tells-record-class-of-fall-sbts-graduates/'],['albertmohler'],,,,http://twitter.com/download/iphone,Twitter for iPhone,,,1,0,13,0
12/12/2022 8:30:02 AM,SBTS,https://twitter.com/SBTS/status/1602294710411923458,['TheBriefing'],Welcomed Back into the Arms of Vladimir Putin: The Merchant of Death Returns to Russia in Brittany Griner Exchange @albertmohler #TheBriefing albertmohler.com/2022/12/12/bri…,['https://albertmohler.com/2022/12/12/briefing-12-12-22/'],['albertmohler'],,,,https://sproutsocial.com,Sprout Social,,,0,0,0,0
12/9/2022 10:50:05 AM,SBTS,https://twitter.com/SBTS/status/1601242788305448962,['SouthernSeminary'],"“We want to make certain that the Word of God is preached, and it is preached rightly. That the Christian faith is taught, and that it is taught faithfully. That the gospel is taken to the nations, and taken joyfully.” - @albertmohler at #SouthernSeminary https://t.co/QBpAwzggcd",,['albertmohler'],"[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1601242712845459456/pu/img/efhoTZ6xNUA707gc.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1601242712845459456/pu/vid/480x852/yNE8_Hje1NuEnhCe.mp4?tag=12', bitrate=950000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1601242712845459456/pu/vid/320x568/gNxI_gFG1TDs8OTs.mp4?tag=12', bitrate=632000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1601242712845459456/pu/vid/720x1280/pUwKx5hPmDprlAUU.mp4?tag=12', bitrate=2176000), VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/ext_tw_video/1601242712845459456/pu/pl/6lLLgUnZ7trRkMQH.m3u8?tag=12&container=fmp4', bitrate=None)], duration=18.74, views=3033)]",,,http://twitter.com/download/iphone,Twitter for iPhone,,,0,10,73,1
12/8/2022 10:18:31 PM,SBTS,https://twitter.com/SBTS/status/1601053651782422528,['SouthernSeminary'],"President @albertmohler and Mrs. Mary Mohler opened their home to greet graduates’ and congratulate them &amp; their families at the President’s reception this evening! #southernseminary 

We are so proud of our graduates! 🎓 https://t.co/pZp5nL2NBr",,['albertmohler'],"[Photo(previewUrl='https://pbs.twimg.com/media/FjgVzxyWIAIdmVd?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FjgVzxyWIAIdmVd?format=jpg&name=large')]",,,http://twitter.com/download/iphone,Twitter for iPhone,,,2,0,32,0
12/7/2022 8:40:00 AM,SBTS,https://twitter.com/SBTS/status/1600485279789375488,['TheBriefing'],"What is the Difference Between the Ukrainian Orthodox Church and the Orthodox Church of Ukraine and Why Does it Matter? History, Theology, and Headlines Collide 
@albertmohler #TheBriefing albertmohler.com/2022/12/08/bri…",['https://albertmohler.com/2022/12/08/briefing-12-8-22/'],['albertmohler'],,,,https://sproutsocial.com,Sprout Social,,,0,0,1,0
12/6/2022 8:30:02 AM,SBTS,https://twitter.com/SBTS/status/1600120380903116800,['TheBriefing'],Can Government Compel Speech? Is Same-Sex Opposition to Be Equated to Racism?: SCOTUS Hears Oral Arguments for Major Religious Freedom Case @albertmohler #TheBriefing albertmohler.com/2022/12/06/bri…,['https://albertmohler.com/2022/12/06/briefing-12-6-22/'],['albertmohler'],,,,https://sproutsocial.com,Sprout Social,,,0,0,7,0
12/5/2022 10:24:01 AM,SBTS,https://twitter.com/SBTS/status/1599786677551104001,,"""May this seminary stand for the glory of God and may every class taught, and every book read, and every exam taken, and every paper written, and every word uttered, and every thought thought be so directed; to the glory of God."" - Albert Mohler 

Watch: youtube.com/watch?v=aDVyEw…",['https://www.youtube.com/watch?v=aDVyEwCDzy4'],[],,,,https://sproutsocial.com,Sprout Social,,,7,4,40,0
12/5/2022 8:30:04 AM,SBTS,https://twitter.com/SBTS/status/1599758002411765760,['TheBriefing'],"To Preserve, Protect, and Defend the Constitution of the United States: That is the Presidential Oath of Office, and No One Should Enter that Office Who Contradicts It @albertmohler #TheBriefing albertmohler.com/2022/12/05/bri…",['https://albertmohler.com/2022/12/05/briefing-12-5-22/'],['albertmohler'],,,,https://sproutsocial.com,Sprout Social,,,2,1,4,0
12/2/2022 8:30:03 AM,SBTS,https://twitter.com/SBTS/status/1598670833865687040,['TheBriefing'],Why Did God Want to Kill Moses? — Dr. Mohler Responds to Letters from Listeners of The Briefing @albertmohler #TheBriefing albertmohler.com/2022/12/02/bri…,['https://albertmohler.com/2022/12/02/briefing-12-2-22/'],['albertmohler'],,,,https://sproutsocial.com,Sprout Social,,,0,1,0,0
12/1/2022 8:30:02 AM,SBTS,https://twitter.com/SBTS/status/1598308444322381827,['TheBriefing'],"Totalitarianism vs. Human Dignity in China: The Chinese Communist Party and its Surveillance State, Protests, and COVID Captivity @albertmohler #TheBriefing albertmohler.com/2022/12/01/bri…",['https://albertmohler.com/2022/12/01/briefing-12-1-22/'],['albertmohler'],,,,https://sproutsocial.com,Sprout Social,,,2,1,4,0
11/30/2022 8:30:02 AM,SBTS,https://twitter.com/SBTS/status/1597946056196726784,['TheBriefing'],The Senate Subverts Marriage: The So-Called ‘Respect for Marriage’ Act Passes Senate Vote @albertmohler #TheBriefing albertmohler.com/2022/11/30/bri…,['https://albertmohler.com/2022/11/30/briefing-11-30-22/'],['albertmohler'],,,,https://sproutsocial.com,Sprout Social,,,1,0,0,0
11/29/2022 8:30:03 AM,SBTS,https://twitter.com/SBTS/status/1597583672810536962,['TheBriefing'],A Direct Assault Upon Christianity and Conservatives in the Public Square: Justice Amy Coney Barrett Called to Recuse Herself from Case Due to Biblical Views on Sexuality @albertmohler #TheBriefing albertmohler.com/2022/11/29/bri…,['https://albertmohler.com/2022/11/29/briefing-11-29-22/'],['albertmohler'],,,,https://sproutsocial.com,Sprout Social,,,0,1,0,0
11/28/2022 8:30:03 AM,SBTS,https://twitter.com/SBTS/status/1597221281518452738,['TheBriefing'],"Corruption, Bribery, Migrant Labor, LGBTQ Debates, and Alcoholic Beverages: Controversy Arises Over FIFA World Cup Qatar 2022 @albertmohler #TheBriefing albertmohler.com/2022/11/28/bri…",['https://albertmohler.com/2022/11/28/briefing-11-28-22/'],['albertmohler'],,,,https://sproutsocial.com,Sprout Social,,,0,0,0,0
11/22/2022 8:30:03 AM,SBTS,https://twitter.com/SBTS/status/1595046956778156032,['TheBriefing'],Conservatism Without Theism Will Not Long Last: Why Secular Progressivism Cannot Support a Morality Worth Conserving @albertmohler #TheBriefing albertmohler.com/2022/11/22/bri…,['https://albertmohler.com/2022/11/22/briefing-11-22-22/'],['albertmohler'],,,,https://sproutsocial.com,Sprout Social,,,0,2,4,0
11/18/2022 8:30:03 AM,SBTS,https://twitter.com/SBTS/status/1593597406272278528,['TheBriefing'],Why Is It So Hard to Share the Gospel? Does Loving People Mean That We Respect Their Choices Even When Bad? — Dr. Mohler Responds to a Letter from a 14-Year-Old Listener of The Briefing @albertmohler #TheBriefing albertmohler.com/2022/11/18/bri…,['https://albertmohler.com/2022/11/18/briefing-11-18-22/'],['albertmohler'],,,,https://sproutsocial.com,Sprout Social,,,0,1,3,0
11/17/2022 8:30:04 AM,SBTS,https://twitter.com/SBTS/status/1593235019409104896,['TheBriefing'],"Mass Cultural Confusion, Government Failure, and a Gospel Opportunity for the Church: Encouragement for Christians in a Society of Moral Revolt @albertmohler  #TheBriefing albertmohler.com/2022/11/17/bri…",['https://albertmohler.com/2022/11/17/briefing-11-17-22/'],['albertmohler'],,,,https://sproutsocial.com,Sprout Social,,,0,1,2,0
11/16/2022 8:30:04 AM,SBTS,https://twitter.com/SBTS/status/1592872631430270978,['TheBriefing'],"The Mormon Church Comes Out in Official Support of the Respect for Marriage Act — Big Theological Issues Are in Play Here, and History, Too @albertmohler  #TheBriefing albertmohler.com/2022/11/16/bri…",['https://albertmohler.com/2022/11/16/briefing-11-16-22/'],['albertmohler'],,,,https://sproutsocial.com,Sprout Social,,,0,0,3,0
11/14/2022 8:30:03 AM,SBTS,https://twitter.com/SBTS/status/1592147853719339012,['TheBriefing'],Go Figure: New Research Shows Married Couples Have Greater Financial Wealth Than Cohabiting Couples — And Sociologists are Scratching Their Heads as to Why @albertmohler #TheBriefing albertmohler.com/2022/11/14/bri…,['https://albertmohler.com/2022/11/14/briefing-11-14-22/'],['albertmohler'],,,,https://sproutsocial.com,Sprout Social,,,0,1,2,0
11/11/2022 8:30:05 AM,SBTS,https://twitter.com/SBTS/status/1591060696389013505,['TheBriefing'],"If Marriage is Supposed to Be a Monogamous Relationship Between a Man and a Woman, Why Did Many of the Old Testament Patriarchs Practice Polygamy? — Dr. Mohler Responds to Letters from Listeners of The Briefing @albertmohler #TheBriefing albertmohler.com/2022/11/11/bri…",['https://albertmohler.com/2022/11/11/briefing-11-11-22/'],['albertmohler'],,,,https://sproutsocial.com,Sprout Social,,,1,2,4,0
11/10/2022 12:50:34 PM,SBTS,https://twitter.com/SBTS/status/1590763860872437762,"['southernseminary', 'SBC']",“There is no body of Christians that I trust more to get these difficult questions right than those that make up the Southern Baptist Convention.” - @albertmohler at #southernseminary #SBC https://t.co/CFiMmtYbgu,,['albertmohler'],"[Photo(previewUrl='https://pbs.twimg.com/media/FhOHTNXXkBM8soN?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FhOHTNXXkBM8soN?format=jpg&name=large')]",,,http://twitter.com/download/iphone,Twitter for iPhone,,,11,7,29,1
11/10/2022 8:30:03 AM,SBTS,https://twitter.com/SBTS/status/1590698300541378560,['TheBriefing'],The Red Wave That Did Not Happen: What Caused the Taming of the Projected Republican Tsunami? @albertmohler #TheBriefing albertmohler.com/2022/11/10/bri…,['https://albertmohler.com/2022/11/10/briefing-11-10-22/'],['albertmohler'],,,,https://sproutsocial.com,Sprout Social,,,0,0,1,0
11/9/2022 9:06:56 AM,SBTS,https://twitter.com/SBTS/status/1590345195345694720,"['southernseminary', 'SBC']","Wondering how to wisely engage with the issues facing the Southern Baptist Convention? 

Join @albertmohler , @pakin33 , @dustinbruce , and @DennyBurk for this Presidential Forum TOMORROW, November 10th, at 10am in Alumni Chapel at #SouthernSeminary. #SBC https://t.co/gLV4OEpuY4",,"['albertmohler', 'pakin33', 'dustinbruce', 'DennyBurk']","[Photo(previewUrl='https://pbs.twimg.com/media/FhIKhq5WQAAbqES?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FhIKhq5WQAAbqES?format=jpg&name=large')]",,,http://twitter.com/download/iphone,Twitter for iPhone,,,2,1,12,3
11/8/2022 8:30:12 AM,SBTS,https://twitter.com/SBTS/status/1589973563330666496,['TheBriefing'],A Not So United Climate Meeting: The United Nations Gathers for COP27 @albertmohler #TheBriefing albertmohler.com/2022/11/08/bri…,['https://albertmohler.com/2022/11/08/briefing-11-8-22/'],['albertmohler'],,,,https://sproutsocial.com,Sprout Social,,,0,2,2,0
11/7/2022 8:30:10 AM,SBTS,https://twitter.com/SBTS/status/1589611168833961984,['TheBriefing'],"With Election Day Looming, What is the Landscape and What Is at Stake? @albertmohler #TheBriefing albertmohler.com/2022/11/07/bri…",['https://albertmohler.com/2022/11/07/briefing-11-7-22/'],['albertmohler'],,,,https://sproutsocial.com,Sprout Social,,,0,2,2,0
11/4/2022 8:30:09 AM,SBTS,https://twitter.com/SBTS/status/1588508899572961282,['TheBriefing'],What Language Did Adam and Eve Speak? — Dr. Mohler Responds to a Letter from a 9-Year-Old Listener of The Briefing @albertmohler #TheBriefing albertmohler.com/2022/11/04/bri…,['https://albertmohler.com/2022/11/04/briefing-11-4-22/'],['albertmohler'],,,,https://sproutsocial.com,Sprout Social,,,0,3,3,0
11/3/2022 8:30:04 AM,SBTS,https://twitter.com/SBTS/status/1588146489246752772,['TheBriefing'],An Amendment for Moral Sanity and Constitutional Clarity: A Vote for Amendment 2 in Kentucky is a Vote for Life @albertmohler #TheBriefing albertmohler.com/2022/11/03/bri…,['https://albertmohler.com/2022/11/03/briefing-11-3-22/'],['albertmohler'],,,,https://sproutsocial.com,Sprout Social,,,0,2,1,0
11/2/2022 8:35:00 AM,SBTS,https://twitter.com/SBTS/status/1587785346338660353,['TheBriefing'],They Are Trying Out a New Argument for “Gender Affirming” Surgery and Treatments—A Newly Invented Right of Integrity Means the Surrender of Modern Medicine @albertmohler #TheBriefing albertmohler.com/2022/11/02/bri…,['https://albertmohler.com/2022/11/02/briefing-11-2-22/'],['albertmohler'],,,,https://sproutsocial.com,Sprout Social,,,0,0,2,0
11/1/2022 11:52:55 AM,SBTS,https://twitter.com/SBTS/status/1587472765757673473,['SouthernSeminary'],"“If we love the Lord with all of our heart, soul, mind, and strength, we will joyously obey his commandments.” - R. Albert Mohler Jr., President of #southernseminary https://t.co/pfXUf7E4NO",,[],"[Photo(previewUrl='https://pbs.twimg.com/media/FgfWEH8WIAIy58o?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FgfWEH8WIAIy58o?format=jpg&name=large')]",,,http://twitter.com/download/iphone,Twitter for iPhone,,,0,2,15,1
11/1/2022 8:30:08 AM,SBTS,https://twitter.com/SBTS/status/1587421732813643776,['TheBriefing'],What Can Explain Such Panic and Mayhem? Massive Street Party Turns Deadly in Seoul @albertmohler #TheBriefing albertmohler.com/2022/11/01/bri…,['https://albertmohler.com/2022/11/01/briefing-11-1-22/'],['albertmohler'],,,,https://sproutsocial.com,Sprout Social,,,0,1,1,0
10/31/2022 8:30:03 AM,SBTS,https://twitter.com/SBTS/status/1587059325004140544,['TheBriefing'],Lula is Back: Luiz Inácio Lula da Silva Elected Again as Brazil’s Next President —Revealing Major Issues Between Populism on the Right and Left @albertmohler #TheBriefing albertmohler.com/2022/10/31/bri…,['https://albertmohler.com/2022/10/31/briefing-10-31-22/'],['albertmohler'],,,,https://sproutsocial.com,Sprout Social,,,0,0,1,0
10/28/2022 8:40:00 AM,SBTS,https://twitter.com/SBTS/status/1585974665683640321,['TheBriefing'],"Marriage Delayed and Children Foregone: The Age of People in First-Time Marriages Is Rising, and Fertility Rates are Declining — We Better Watch This Closely @albertmohler #TheBriefing albertmohler.com/2022/10/28/bri…",['https://albertmohler.com/2022/10/28/briefing-10-28-22/'],['albertmohler'],,,,https://sproutsocial.com,Sprout Social,,,0,0,5,0
10/26/2022 8:30:03 AM,SBTS,https://twitter.com/SBTS/status/1585247384203939840,['TheBriefing'],Enthusiast in Chief for the Transgender Revolution: President Joe Biden Calls Any State Restrictions of ‘Gender-Affirming’ Legally and Morally Wrong @albertmohler #TheBriefing albertmohler.com/2022/10/26/bri…,['https://albertmohler.com/2022/10/26/briefing-10-26-22/'],['albertmohler'],,,,https://sproutsocial.com,Sprout Social,,,0,1,2,0
10/25/2022 8:30:03 AM,SBTS,https://twitter.com/SBTS/status/1584884994689974274,['TheBriefing'],Revenge of the Political Establishment and the Financial Markets: Former Chancellor of the Exchequer Rishi Sunak Set to Become Britain’s Newest Prime Minister #TheBriefing albertmohler.com/2022/10/25/bri…,['https://albertmohler.com/2022/10/25/briefing-10-25-22/'],[],,,,https://sproutsocial.com,Sprout Social,,,0,0,2,0
10/24/2022 8:30:02 AM,SBTS,https://twitter.com/SBTS/status/1584522604995809283,['TheBriefing'],Britain’s Shortest Term of a Prime Minister Leads to Political Crisis: Liz Truss Resigns as Prime Minister after Only 45 Days in Office @albertmohler #TheBriefing albertmohler.com/2022/10/24/bri…,['https://albertmohler.com/2022/10/24/briefing-10-24-22/'],['albertmohler'],,,,https://sproutsocial.com,Sprout Social,,,0,0,0,0
10/21/2022 8:30:04 AM,SBTS,https://twitter.com/SBTS/status/1583435449644613633,['TheBriefing'],Does God Speak to Us in Dreams? — Dr. Mohler Responds to Letters from Listeners of The Briefing @albertmohler #TheBriefing albertmohler.com/2022/10/21/bri…,['https://albertmohler.com/2022/10/21/briefing-10-21-22/'],['albertmohler'],,,,https://sproutsocial.com,Sprout Social,,,0,0,1,0
10/20/2022 8:30:05 AM,SBTS,https://twitter.com/SBTS/status/1583073066103734274,['TheBriefing'],"We Can Inject Human Brain Cells into the Brains of Rats, But Should We? — The Ethical and Theological Dilemmas of Injecting Human Cells Into Other Species @albertmohler #TheBriefing albertmohler.com/2022/10/20/bri…",['https://albertmohler.com/2022/10/20/briefing-10-20-22/'],['albertmohler'],,,,https://sproutsocial.com,Sprout Social,,,0,1,5,0
10/19/2022 8:30:03 AM,SBTS,https://twitter.com/SBTS/status/1582710670465724416,['TheBriefing'],We Have Been Warned: President Biden Brazenly Promises that Support for Abortion Will Be His First Priority if Voters Give Him a Democratic Congress @albertmohler #TheBriefing albertmohler.com/2022/10/19/bri…,['https://albertmohler.com/2022/10/19/briefing-10-19-22/'],['albertmohler'],,,,https://sproutsocial.com,Sprout Social,,,0,2,0,0
10/18/2022 8:30:03 AM,SBTS,https://twitter.com/SBTS/status/1582348282420162561,['TheBriefing'],Identity Politics and the Insidious Nature of Racism on Display in LA: President of City Council Steps Down after Racist Remarks @albertmohler #TheBriefing albertmohler.com/2022/10/18/bri…,['https://albertmohler.com/2022/10/18/briefing-10-18-22/'],['albertmohler'],,,,https://sproutsocial.com,Sprout Social,,,0,1,2,0
10/17/2022 8:30:03 AM,SBTS,https://twitter.com/SBTS/status/1581985891991502849,['TheBriefing'],Virginia Legislator Proposes Criminalization of Parents Who Do Not Affirm LGBTQ Children @albertmohler #TheBriefing albertmohler.com/2022/10/17/bri…,['https://albertmohler.com/2022/10/17/briefing-10-17-22/'],['albertmohler'],,,,https://sproutsocial.com,Sprout Social,,,0,2,3,0
10/14/2022 8:30:04 AM,SBTS,https://twitter.com/SBTS/status/1580898734535507968,['TheBriefing'],An Urgent Edition of The Briefing: The Parkland Shooter Receives Life Sentence Without the Possibility of Parole @albertmohler #TheBriefing albertmohler.com/2022/10/14/bri…,['https://albertmohler.com/2022/10/14/briefing-10-14-22/'],['albertmohler'],,,,https://sproutsocial.com,Sprout Social,,,0,0,2,1
10/13/2022 6:52:27 PM,SBTS,https://twitter.com/SBTS/status/1580692972202360837,,"NEWS: “Fall Trustees Meeting: Board Commends Mohler’s Stance on Meaning of Pastor in BF&amp;M 2000.”

Read the full article:

news.sbts.edu/2022/10/13/fal…",['https://news.sbts.edu/2022/10/13/fall-trustees-meeting-board-commends-mohlers-stance-on-meaning-of-pastor-in-bfm-2000/'],[],,,,http://twitter.com/download/iphone,Twitter for iPhone,,,2,4,20,1
10/13/2022 8:30:03 AM,SBTS,https://twitter.com/SBTS/status/1580536343654174720,['TheBriefing'],‘The Power of the World Spirit’: Mexico State Joins the Global Momentum to Recognize Same-Sex Marriage #TheBriefing albertmohler.com/2022/10/13/bri…,['https://albertmohler.com/2022/10/13/briefing-10-13-22/'],[],,,,https://sproutsocial.com,Sprout Social,,,0,1,2,0
10/12/2022 9:47:45 AM,SBTS,https://twitter.com/SBTS/status/1580193509654810624,['SouthernSeminary'],"Join President @albertmohler this morning for a conversation about his latest book, ""Tell Me The Stories of Jesus."" Hosted in @SBTSBookstore at 10am EST! #SouthernSeminary",,"['albertmohler', 'SBTSBookstore']",,,,https://mobile.twitter.com,Twitter Web App,,,0,1,7,0
10/11/2022 1:07:49 PM,SBTS,https://twitter.com/SBTS/status/1579881469610430464,['SouthernSeminary'],"“One of the most thunderous declarations of the faith in all of Scripture is, ‘Lord, to whom shall we go?’” - @albertmohler at #southernseminary chapel. https://t.co/2YWmroI0Yo",,['albertmohler'],"[Photo(previewUrl='https://pbs.twimg.com/media/Fezd0cHX0AYmWIR?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/Fezd0cHX0AYmWIR?format=jpg&name=large')]",,,http://twitter.com/download/iphone,Twitter for iPhone,,,0,1,11,0
10/11/2022 8:55:01 AM,SBTS,https://twitter.com/SBTS/status/1579817847806889984,['TheBriefing'],A Crushing Blow to Russia and it’s Claims: Attack Damages the Kerch Strait Bridge @albertmohler #TheBriefing albertmohler.com/2022/10/11/bri…,['https://albertmohler.com/2022/10/11/briefing-10-11-22/'],['albertmohler'],,,,https://sproutsocial.com,Sprout Social,,,0,1,3,0
10/10/2022 8:30:03 AM,SBTS,https://twitter.com/SBTS/status/1579449178102517760,['TheBriefing'],It’s a Bigger Story Than the Media Are Telling: President Biden Announces Federal Pardon of All Persons Convicted for Simple Marijuana Possession @albertmohler  #TheBriefing albertmohler.com/2022/10/10/bri…,['https://albertmohler.com/2022/10/10/briefing-10-10-22/'],['albertmohler'],,,,https://sproutsocial.com,Sprout Social,,,0,0,6,0
10/7/2022 8:30:03 AM,SBTS,https://twitter.com/SBTS/status/1578362016703488000,['TheBriefing'],Special Edition of The Briefing: Dr. Mohler Devotes Today's Episode to Answering Letters from The Mailbox @albertmohler #TheBriefing albertmohler.com/2022/10/07/bri…,['https://albertmohler.com/2022/10/07/briefing-10-7-22/'],['albertmohler'],,,,https://sproutsocial.com,Sprout Social,,,0,0,2,0
10/6/2022 8:30:04 AM,SBTS,https://twitter.com/SBTS/status/1577999631186894860,['TheBriefing'],"Affirmative Action, Christian Conscience and Same-Sex Weddings, Andy Warhol’s Estate, and More: SCOTUS Returns to Term with Major (And Interesting) Issues on the Docket @albertmohler #TheBriefing albertmohler.com/2022/10/06/bri…",['https://albertmohler.com/2022/10/06/briefing-10-6-22/'],['albertmohler'],,,,https://sproutsocial.com,Sprout Social,,,0,0,5,0
10/5/2022 10:21:00 AM,SBTS,https://twitter.com/SBTS/status/1577665161405628416,['SouthernSeminary'],"Wanting to learn more about #SouthernSeminary? 

Join our President @albertmohler on October 14th for a Q&amp;A exclusively for Preview Day attendees. Topics can include life at SBTS, culture, theology, and more.

Register Today: sbts.edu/admissions/pre…",['https://www.sbts.edu/admissions/preview/'],['albertmohler'],,,,https://sproutsocial.com,Sprout Social,,,1,6,7,1
10/5/2022 8:30:03 AM,SBTS,https://twitter.com/SBTS/status/1577637237843496964,['TheBriefing'],What Will It Profit a Man to Retain His Job but Forfeit His Soul?: Australian Football Club CEO Fired (After One Day) for His Church Membership @albertmohler #TheBriefing albertmohler.com/2022/10/05/bri…,['https://albertmohler.com/2022/10/05/briefing-10-5-22/'],['albertmohler'],,,,https://sproutsocial.com,Sprout Social,,,0,2,5,0
10/4/2022 8:30:03 AM,SBTS,https://twitter.com/SBTS/status/1577274851831828480,['TheBriefing'],"Rebuilding Challenges and Costs, Opportunism and Moral Corruption, Big Government and Bi-Partisan Political Cooperation: The Paradoxical (And Urgently Important) Aftermath of Hurricane Ian @albertmohler #TheBriefing albertmohler.com/2022/10/04/bri…",['https://albertmohler.com/2022/10/04/briefing-10-4-22/'],['albertmohler'],,,,https://sproutsocial.com,Sprout Social,,,0,2,6,0
9/29/2022 8:30:04 AM,SBTS,https://twitter.com/SBTS/status/1575462916077326337,['TheBriefing'],A Massive Storm of Catastrophic Proportions: Hurricane Ian Hits Florida @albertmohler #TheBriefing albertmohler.com/2022/09/29/bri…,['https://albertmohler.com/2022/09/29/briefing-9-29-22/'],['albertmohler'],,,,https://sproutsocial.com,Sprout Social,,,0,1,2,0
9/28/2022 8:35:00 AM,SBTS,https://twitter.com/SBTS/status/1575101770996539393,['TheBriefing'],Can California Become Even More Pro-Abortion? Governor Newsom Signs 13 New Bills to Increase Access to Abortion @albertmohler #TheBriefing albertmohler.com/2022/09/28/bri…,['https://albertmohler.com/2022/09/28/briefing-9-28-22/'],['albertmohler'],,,,https://sproutsocial.com,Sprout Social,,,0,0,1,0
9/27/2022 8:30:03 AM,SBTS,https://twitter.com/SBTS/status/1574738137271746561,['TheBriefing'],"Parents, Don’t Leave it to the Professionals: Moral Knowledge In Literature and the Responsibility of Christian Parents to Faithfully Steward What Their Children Read @albertmohler #TheBriefing albertmohler.com/2022/09/27/bri…",['https://albertmohler.com/2022/09/27/briefing-9-27-22/'],['albertmohler'],,,,https://sproutsocial.com,Sprout Social,,,0,5,4,0
9/26/2022 8:30:03 AM,SBTS,https://twitter.com/SBTS/status/1574375748214874115,['TheBriefing'],An Ominous Turn in the War of Ukraine: Russia Threatens Use of ‘Tactical Nuclear Weapons’ —  How Far is the US Willing to Go to Aid Ukraine? @albertmohler #TheBriefing albertmohler.com/2022/09/26/bri…,['https://albertmohler.com/2022/09/26/briefing-9-26-22/'],['albertmohler'],,,,https://sproutsocial.com,Sprout Social,,,0,1,2,0
9/23/2022 8:30:05 AM,SBTS,https://twitter.com/SBTS/status/1573288592461422592,['TheBriefing'],"‘We Live in a Society of Unfiltered Liberalism, and It Functions Like a Religion’: The Religious Shape of Secularism @albertmohler #TheBriefing albertmohler.com/2022/09/23/bri…",['https://albertmohler.com/2022/09/23/briefing-9-23-22/'],['albertmohler'],,,,https://sproutsocial.com,Sprout Social,,,0,0,3,0
9/22/2022 4:38:13 PM,SBTS,https://twitter.com/SBTS/status/1573049048776441857,,"@albertmohler invited SBC President @bartbarber to participate in a forum at the Bookstore today!

“There’s no theological education I have received that hasn’t been relevant to my pastoral ministry.” - President Barber https://t.co/hbtC1PVPi5",,"['albertmohler', 'bartbarber']","[Photo(previewUrl='https://pbs.twimg.com/media/FdSXxSEWYBUcqzM?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FdSXxSEWYBUcqzM?format=jpg&name=large')]",,,http://twitter.com/download/iphone,Twitter for iPhone,,,0,1,15,0
9/22/2022 8:30:03 AM,SBTS,https://twitter.com/SBTS/status/1572926195976773633,['TheBriefing'],"President Biden Says Pandemic is Over. The Left Cries NO: As President Biden Declares the End of the Pandemic, Why Isn’t His Own Administration Backing Him? @albertmohler #TheBriefing albertmohler.com/2022/09/22/bri…",['https://albertmohler.com/2022/09/22/briefing-9-22-22/'],['albertmohler'],,,,https://sproutsocial.com,Sprout Social,,,0,0,0,0
9/21/2022 4:36:43 PM,SBTS,https://twitter.com/SBTS/status/1572686283918680064,['SouthernSeminary'],"Tomorrow is going to be particularly exciting as #SouthernSeminary hosts @bartbarber, President of the SBC, to preach in chapel &amp; participate in an afternoon forum with @albertmohler at @SBTSBookstore! 
 
Watch the live stream of Chapel here: bit.ly/358cIYS",['https://bit.ly/358cIYS'],"['bartbarber', 'albertmohler', 'SBTSBookstore']",,,,https://sproutsocial.com,Sprout Social,,,1,3,10,0
9/21/2022 8:30:02 AM,SBTS,https://twitter.com/SBTS/status/1572563804847853568,['TheBriefing'],"What’s Missing from Banned Books Week in the US? Banned Books, Of Course — So What’s Behind All This? @albertmohler #TheBriefing albertmohler.com/2022/09/21/bri…",['https://albertmohler.com/2022/09/21/briefing-9-21-22/'],['albertmohler'],,,,https://sproutsocial.com,Sprout Social,,,0,1,4,0
