Date,Username,URL,Hashtags,Rendered_Content,Out_Links,Users_Mentioned,Media,Coordinates,Place,Source_URL,Source_Label,Retweeted_Tweet,Quoted_Tweet,Replies,Retweets,Likes,Quotes
2/9/2022 8:30:03 AM,SBTS,https://twitter.com/SBTS/status/1491404025287303171,['TheBriefing'],The Ultimate End of Vladimir Putin: Russian Glory Restored and the End of Western Influence in the World @albertmohler #TheBriefing albertmohler.com/2022/02/09/bri…,['https://albertmohler.com/2022/02/09/briefing-2-9-22/'],['albertmohler'],,,,https://sproutsocial.com,Sprout Social,,,0,0,3,0
2/9/2022 8:10:00 AM,SBTS,https://twitter.com/SBTS/status/1491398981594800133,['TheBriefing'],The West Will Merely Protest? Putin’s Strategy for Supremacy in Ukraine and the Lessons of History @albertmohler #TheBriefing albertmohler.com/2022/02/09/bri…,['https://albertmohler.com/2022/02/09/briefing-2-9-22/'],['albertmohler'],,,,https://sproutsocial.com,Sprout Social,,,0,0,0,0
2/9/2022 7:50:01 AM,SBTS,https://twitter.com/SBTS/status/1491393949986131972,['TheBriefing'],"The Bloodlands of Europe: Ukraine Between the Nazis and the Soviets, and Death from Every Direction @albertmohler #TheBriefing albertmohler.com/2022/02/09/bri…",['https://albertmohler.com/2022/02/09/briefing-2-9-22/'],['albertmohler'],,,,https://sproutsocial.com,Sprout Social,,,0,0,0,0
2/9/2022 7:30:02 AM,SBTS,https://twitter.com/SBTS/status/1491388924736028676,['TheBriefing'],"From Peter the Great to Putin the Bully — A Briefing on the Ukraine Crisis and the Russian Threat: History, Empire, Kiev, Moscow, Religion and Worldview @albertmohler #TheBriefing albertmohler.com/2022/02/09/bri…",['https://albertmohler.com/2022/02/09/briefing-2-9-22/'],['albertmohler'],,,,https://sproutsocial.com,Sprout Social,,,0,1,0,0
2/8/2022 8:30:04 AM,SBTS,https://twitter.com/SBTS/status/1491041644623319041,['TheBriefing'],The Allure of Spectacle and the Solidarity of Autocrats: Xi Jinping and Vladimir Putin Send Message to West in Opening Ceremony of the 2022 Beijing Olympics @albertmohler #TheBriefing albertmohler.com/2022/02/08/bri…,['https://albertmohler.com/2022/02/08/briefing-2-8-22/'],['albertmohler'],,,,https://sproutsocial.com,Sprout Social,,,0,0,0,0
2/8/2022 8:00:14 AM,SBTS,https://twitter.com/SBTS/status/1491034134692700160,['TheBriefing'],A Difference Can Still Be Made in the Public Square: How Faith Life Church Alerted Us About Ordinance 31-21 in Indiana — And What Christians Should Learn From the Example @albertmohler #TheBriefing albertmohler.com/2022/02/08/bri…,['https://albertmohler.com/2022/02/08/briefing-2-8-22/'],['albertmohler'],,,,https://sproutsocial.com,Sprout Social,,,0,0,0,0
2/8/2022 7:30:03 AM,SBTS,https://twitter.com/SBTS/status/1491026539915395075,['TheBriefing'],A Big Win for the Integrity of Christian Ministry and Christian Families as West Lafayette City Council Withdraws Proposed “Conversion Therapy” Ban @albertmohler #TheBriefing albertmohler.com/2022/02/08/bri…,['https://albertmohler.com/2022/02/08/briefing-2-8-22/'],['albertmohler'],,,,https://sproutsocial.com,Sprout Social,,,0,1,5,0
2/7/2022 8:30:04 AM,SBTS,https://twitter.com/SBTS/status/1490679256078245894,['TheBriefing'],"‘Lia Thomas Has Every Right to Live Authentically’: The Transgender Movement, Existentialism, and the Psychotherapeutic Turn @albertmohler #TheBriefing albertmohler.com/2022/02/07/bri…",['https://albertmohler.com/2022/02/07/briefing-2-7-22/'],['albertmohler'],,,,https://sproutsocial.com,Sprout Social,,,0,1,2,0
2/7/2022 8:10:00 AM,SBTS,https://twitter.com/SBTS/status/1490674206031368194,['TheBriefing'],The Transgender Revolution: If You Accept the Ideology You Accept the Policies @albertmohler #TheBriefing albertmohler.com/2022/02/07/bri…,['https://albertmohler.com/2022/02/07/briefing-2-7-22/'],['albertmohler'],,,,https://sproutsocial.com,Sprout Social,,,0,0,0,0
2/7/2022 7:50:00 AM,SBTS,https://twitter.com/SBTS/status/1490669173059510280,['TheBriefing'],Evangelicals are Out of Step with the New York Times — No Surprise There  @albertmohler #TheBriefing albertmohler.com/2022/02/07/bri…,['https://albertmohler.com/2022/02/07/briefing-2-7-22/'],['albertmohler'],,,,https://sproutsocial.com,Sprout Social,,,0,0,0,0
2/7/2022 7:30:01 AM,SBTS,https://twitter.com/SBTS/status/1490664144563064836,['TheBriefing'],The Dissenters Trying to Save Evangelicalism From Itself @albertmohler #TheBriefing albertmohler.com/2022/02/07/bri…,['https://albertmohler.com/2022/02/07/briefing-2-7-22/'],['albertmohler'],,,,https://sproutsocial.com,Sprout Social,,,0,0,2,0
2/4/2022 8:30:04 AM,SBTS,https://twitter.com/SBTS/status/1489592089570590725,['TheBriefing'],"Should We Make A Big Deal About Changes in Language, Especially About Theological Terms? — Dr. Mohler Responds to Letters from Listeners of The Briefing @albertmohler #TheBriefing albertmohler.com/2022/02/04/bri…",['https://albertmohler.com/2022/02/04/briefing-2-4-22/'],['albertmohler'],,,,https://sproutsocial.com,Sprout Social,,,0,0,0,0
2/4/2022 8:10:01 AM,SBTS,https://twitter.com/SBTS/status/1489587043504205831,['TheBriefing'],"What is the Difference Between Socialism, Marxism, Communism, and Totalitarianism? — Dr. Mohler Responds to Letters from Listeners of The Briefing @albertmohler #TheBriefing albertmohler.com/2022/02/04/bri…",['https://albertmohler.com/2022/02/04/briefing-2-4-22/'],['albertmohler'],,,,https://sproutsocial.com,Sprout Social,,,1,0,1,0
2/4/2022 7:50:00 AM,SBTS,https://twitter.com/SBTS/status/1489582009357946882,['TheBriefing'],What is the Difference Between ‘Natural Rights’ and ‘Human Rights?’ — Dr. Mohler Responds to Letters from Listeners of The Briefing @albertmohler #TheBriefing albertmohler.com/2022/02/04/bri…,['https://albertmohler.com/2022/02/04/briefing-2-4-22/'],['albertmohler'],,,,https://sproutsocial.com,Sprout Social,,,0,0,1,0
2/4/2022 7:30:04 AM,SBTS,https://twitter.com/SBTS/status/1489576991628083208,['TheBriefing'],"The Liberal God of Post-Christian Culture: No Wrath, No Judgment, No Worries @albertmohler #TheBriefing albertmohler.com/2022/02/04/bri…",['https://albertmohler.com/2022/02/04/briefing-2-4-22/'],['albertmohler'],,,,https://sproutsocial.com,Sprout Social,,,0,0,1,1
2/3/2022 8:30:02 AM,SBTS,https://twitter.com/SBTS/status/1489229696084713483,['TheBriefing'],The Bureaucracy Always Wins: How Covid Has Served as an Catalyst For Growth in Government Size and Spending @albertmohler #TheBriefing albertmohler.com/2022/02/03/bri…,['https://albertmohler.com/2022/02/03/briefing-2-3-22/'],['albertmohler'],,,,https://sproutsocial.com,Sprout Social,,,0,1,3,0
2/3/2022 8:00:22 AM,SBTS,https://twitter.com/SBTS/status/1489222230714245120,['TheBriefing'],"The Ratchet Effect and a Warning: When Government Claims New Powers, It Almost Never Gives Them Back @albertmohler #TheBriefing albertmohler.com/2021/02/03/bri…",['https://albertmohler.com/2021/02/03/briefing-2-3-22/'],['albertmohler'],,,,https://sproutsocial.com,Sprout Social,,,0,1,2,0
2/3/2022 7:30:03 AM,SBTS,https://twitter.com/SBTS/status/1489214597651386379,['TheBriefing'],"China, Covid, the Winter Olympics, and the Surveillance State —  Totalitarianism Tightens its Grip @albertmohler #TheBriefing albertmohler.com/2022/02/03/bri…",['https://albertmohler.com/2022/02/03/briefing-2-3-21/'],['albertmohler'],,,,https://sproutsocial.com,Sprout Social,,,0,0,1,0
2/2/2022 9:51:02 AM,SBTS,https://twitter.com/SBTS/status/1488887689709559808,,"Join @albertmohler in 2023 for a tour through England, Scotland, and Ireland (optional), as he teaches on the historical significance of each site visited.

Dates: September 23 – October 5, 2023

Learn more: bit.ly/3AXirwn. https://t.co/IDFRhOnvN9",['https://bit.ly/3AXirwn'],['albertmohler'],"[Photo(previewUrl='https://pbs.twimg.com/media/FKmXdiWXMAU598N?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FKmXdiWXMAU598N?format=jpg&name=large')]",,,https://sproutsocial.com,Sprout Social,,,1,0,9,2
2/2/2022 8:30:04 AM,SBTS,https://twitter.com/SBTS/status/1488867313533206528,['TheBriefing'],The Moral Revolution Meets the Emoji: Apple Announces ‘Pregnant Man’ and ‘Pregnant Person’ Emojis in New Update @albertmohler #TheBriefing albertmohler.com/2022/02/02/bri…,['https://albertmohler.com/2022/02/02/briefing-2-2-22/'],['albertmohler'],,,,https://sproutsocial.com,Sprout Social,,,0,1,1,1
2/2/2022 8:00:16 AM,SBTS,https://twitter.com/SBTS/status/1488859816038735874,['TheBriefing'],Character in Leadership: Boris Johnson Under Fire for Scandals — Boiling Down to His Inability to Say No @albertmohler #TheBriefing albertmohler.com/2022/02/02/bri…,['https://albertmohler.com/2022/02/02/briefing-2-2-22/'],['albertmohler'],,,,https://sproutsocial.com,Sprout Social,,,0,0,1,0
2/2/2022 7:30:03 AM,SBTS,https://twitter.com/SBTS/status/1488852213921644544,['TheBriefing'],The Pro-Life Movement Cannot Stop Until Every Human Life is Respected: Evaluating the Shifting Abortion Landscape And Its Effect on Upcoming Elections — And the Battles Ahead @albertmohler #TheBriefing albertmohler.com/2022/02/02/bri…,['https://albertmohler.com/2022/02/02/briefing-2-2-22/'],['albertmohler'],,,,https://sproutsocial.com,Sprout Social,,,0,0,1,0
2/1/2022 6:52:41 PM,SBTS,https://twitter.com/SBTS/status/1488661612693278725,,"NEWS: 

The Ultimate Goal of Theological Education is Holiness, Mohler says at Spring Convocation.

Read here: 
news.sbts.edu/2022/02/01/the…",['https://news.sbts.edu/2022/02/01/the-ultimate-goal-of-theological-education-is-holiness-mohler-says-at-spring-convocation/'],[],,,,https://sproutsocial.com,Sprout Social,,,0,1,7,1
2/1/2022 4:52:05 PM,SBTS,https://twitter.com/SBTS/status/1488631263128956930,,"Today was Spring Convocation at Southern Seminary.

We welcomed new faculty, we sang as a campus community, @jharrod and @JDWilsey signed the Abstract of Principles, and President @albertmohler delivered his convocation address.

What a great day!

sbts.edu/live https://t.co/YpAyMjftDm",['http://sbts.edu/live'],"['jharrod', 'JDWilsey', 'albertmohler']","[Photo(previewUrl='https://pbs.twimg.com/media/FKiuPVbWUAcPh36?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FKiuPVbWUAcPh36?format=jpg&name=large'), Photo(previewUrl='https://pbs.twimg.com/media/FKiuPdzXoAgj3na?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FKiuPdzXoAgj3na?format=jpg&name=large'), Photo(previewUrl='https://pbs.twimg.com/media/FKiuPk7XsAcGypV?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FKiuPk7XsAcGypV?format=jpg&name=large'), Photo(previewUrl='https://pbs.twimg.com/media/FKiuPrrXsAYtEPh?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FKiuPrrXsAYtEPh?format=jpg&name=large')]",,,https://sproutsocial.com,Sprout Social,,,1,0,16,3
2/1/2022 11:59:01 AM,SBTS,https://twitter.com/SBTS/status/1488557511208837122,,"“Holiness is the ultimate end of Christian learning.” - @albertmohler 

If you missed today's Opening Convocation message, listen here: sbts.edu/live. https://t.co/YDji5sqkrt",['http://sbts.edu/live'],['albertmohler'],"[Photo(previewUrl='https://pbs.twimg.com/media/FKhrKsWXMAMqee6?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FKhrKsWXMAMqee6?format=jpg&name=large')]",,,https://sproutsocial.com,Sprout Social,,,0,6,39,0
2/1/2022 8:57:00 AM,SBTS,https://twitter.com/SBTS/status/1488511706003394560,['SBTSChapel'],"Join us either in person or online at 10 a.m. ET for Opening Convocation.

We will hear from President @albertmohler. His address is entitled, ""Preparing Your Minds for Action: The Means and End of Christian Learning"" from 1 Peter 1:13-25.

#SBTSChapel 
sbts.edu/live",['http://sbts.edu/live'],['albertmohler'],,,,https://sproutsocial.com,Sprout Social,,,0,0,1,1
2/1/2022 8:30:03 AM,SBTS,https://twitter.com/SBTS/status/1488504923281141766,['TheBriefing'],‘Dump the Character Standard’: Former Baseball Commissioner Argues Character Should Not Matter for Hall of Fame @albertmohler #TheBriefing albertmohler.com/2022/02/01/bri…,['https://albertmohler.com/2022/02/01/briefing-2-1-22/'],['albertmohler'],,,,https://sproutsocial.com,Sprout Social,,,1,1,0,0
2/1/2022 8:00:23 AM,SBTS,https://twitter.com/SBTS/status/1488497456442753024,['TheBriefing'],"Stormy Ethics Indeed: Brain Death, Xenotransplantation, and Arguments Over Who Should—Or Should Not—Receive Organ Transplants @albertmohler #TheBriefing albertmohler.com/2022/02/01/bri…",['https://albertmohler.com/2022/02/01/briefing-2-1-22/'],['albertmohler'],,,,https://sproutsocial.com,Sprout Social,,,0,0,2,0
2/1/2022 7:30:02 AM,SBTS,https://twitter.com/SBTS/status/1488489821215600641,['TheBriefing'],"Big Government Fumbles Again: Legal Cannabis, ‘Equity,’ and a Society Losing it’s Mind @albertmohler #TheBriefing albertmohler.com/2022/02/01/bri…",['https://albertmohler.com/2022/02/01/briefing-2-1-22/'],['albertmohler'],,,,https://sproutsocial.com,Sprout Social,,,0,0,2,0
1/31/2022 8:30:02 AM,SBTS,https://twitter.com/SBTS/status/1488142532106231817,['TheBriefing'],‘Going to Services Shouldn’t Be an Act of Courage’: The Scourge of Anti-Semitism in America and Around the World @albertmohler #TheBriefing albertmohler.com/2022/01/31/bri…,['https://albertmohler.com/2022/01/31/briefing-1-31-22/'],['albertmohler'],,,,https://sproutsocial.com,Sprout Social,,,0,0,3,0
1/31/2022 8:00:16 AM,SBTS,https://twitter.com/SBTS/status/1488135042165579780,['TheBriefing'],‘11 Million People They Were Going to Kill. They Had Very Big Plans’: The 80th Anniversary of the Wannsee Conference and One of the Darkest Meetings in Human History @albertmohler #TheBriefing albertmohler.com/2022/01/31/bri…,['https://albertmohler.com/2022/01/31/briefing-1-31-22/'],['albertmohler'],,,,https://sproutsocial.com,Sprout Social,,,0,1,2,0
1/31/2022 7:30:01 AM,SBTS,https://twitter.com/SBTS/status/1488127427754799105,['TheBriefing'],The Left Pushes for the Resurrection of the Equal Rights Amendment — And At Its Heart is the Issue of Abortion @albertmohler #TheBriefing albertmohler.com/2022/01/31/bri…,['https://albertmohler.com/2022/01/31/briefing-1-29-22/'],['albertmohler'],,,,https://sproutsocial.com,Sprout Social,,,0,0,1,0
1/28/2022 8:30:04 AM,SBTS,https://twitter.com/SBTS/status/1487055376801488911,['TheBriefing'],Economic Ethics: Should Politicians Be Able to Trade Stock While in Office? — Dr. Mohler Responds to Letters from Listeners of The Briefing @albertmohler #TheBriefing albertmohler.com/2022/01/28/bri…,['https://albertmohler.com/2022/01/28/briefing-1-28-22/'],['albertmohler'],,,,https://sproutsocial.com,Sprout Social,,,0,0,0,0
1/28/2022 8:10:00 AM,SBTS,https://twitter.com/SBTS/status/1487050328319082498,['TheBriefing'],How Should Parents Talk to Children About Transgender Issues in Popular Culture? — Dr. Mohler Responds to Letters from Listeners of The Briefing @albertmohler #TheBriefing albertmohler.com/2022/01/28/bri…,['https://albertmohler.com/2022/01/28/briefing-1-28-22/'],['albertmohler'],,,,https://sproutsocial.com,Sprout Social,,,0,0,1,1
1/28/2022 7:50:01 AM,SBTS,https://twitter.com/SBTS/status/1487045295787720706,['TheBriefing'],Get Ready for the Battle Over Another Supreme Court Nomination: The Stakes Only Grow Larger @albertmohler #TheBriefing albertmohler.com/2022/01/28/bri…,['https://albertmohler.com/2022/01/28/briefing-1-28-22/'],['albertmohler'],,,,https://sproutsocial.com,Sprout Social,,,0,0,0,0
1/28/2022 7:30:01 AM,SBTS,https://twitter.com/SBTS/status/1487040264225107970,['TheBriefing'],Identity Politics and Intersectionality Come to the Supreme Court: President Biden Says He Will Keep 2020 Campaign Promise in Upcoming SCOTUS Nomination @albertmohler #TheBriefing albertmohler.com/2022/01/28/bri…,['https://albertmohler.com/2022/01/28/briefing-1-28-22/'],['albertmohler'],,,,https://sproutsocial.com,Sprout Social,,,1,1,0,0
1/27/2022 8:10:00 AM,SBTS,https://twitter.com/SBTS/status/1486687939551805440,['TheBriefing'],The Last of His Kind? The Liberal Legacy of Justice Stephen Breyer @albertmohler #TheBriefing albertmohler.com/2022/01/27/bri…,['https://albertmohler.com/2022/01/27/briefing-1-27-22/'],['albertmohler'],,,,https://sproutsocial.com,Sprout Social,,,0,0,1,0
1/27/2022 7:50:00 AM,SBTS,https://twitter.com/SBTS/status/1486682906210836480,['TheBriefing'],"The Constitutionalism of Justice Breyer: Traditional Liberalism, Pragmatism, and Outcome-Based Jurisprudence @albertmohler #TheBriefing albertmohler.com/2022/01/27/bri…",['https://albertmohler.com/2022/01/27/briefing-1-27-22/'],['albertmohler'],,,,https://sproutsocial.com,Sprout Social,,,0,0,2,0
1/27/2022 7:30:04 AM,SBTS,https://twitter.com/SBTS/status/1486677889525370884,['TheBriefing'],‘I Don't Want Somebody Appointed Who Will Just Reverse Everything I've Done’: Evaluating the Political and Historical Context of Justice Stephen Breyer’s Impending Retirement @albertmohler #TheBriefing albertmohler.com/2022/01/27/bri…,['https://albertmohler.com/2022/01/27/briefing-1-27-22/'],['albertmohler'],,,,https://sproutsocial.com,Sprout Social,,,0,0,0,0
1/26/2022 8:30:01 AM,SBTS,https://twitter.com/SBTS/status/1486330588588126220,['TheBriefing'],"‘If You’re Carrying More than Five Dollars in Nickels, You Might Just Be A Felon’: How Many Crimes Exist at the Federal Level? It’s Evidence of Government Out of Control @albertmohler #TheBriefing albertmohler.com/2022/01/26/bri…",['https://albertmohler.com/2022/01/26/briefing-1-26-22/'],['albertmohler'],,,,https://sproutsocial.com,Sprout Social,,,0,1,1,0
1/26/2022 8:00:17 AM,SBTS,https://twitter.com/SBTS/status/1486323105228365830,['TheBriefing'],"An Affront to God, His Created Order, and History: Why the Transgender Revolution Will Not Ultimately Prevail @albertmohler #TheBriefing albertmohler.com/2022/01/26/bri…",['https://albertmohler.com/2022/01/26/briefing-1-26-22/'],['albertmohler'],,,,https://sproutsocial.com,Sprout Social,,,0,0,1,1
1/26/2022 7:30:02 AM,SBTS,https://twitter.com/SBTS/status/1486315491559940100,['TheBriefing'],The Moral Revolution is Running Ahead of Moral Sanity — And Is Steamrolling Women’s Sports in the Name of Transgender Inclusion @albertmohler #TheBriefing albertmohler.com/2022/01/26/bri…,['https://albertmohler.com/2022/01/26/briefing-1-26-22/'],['albertmohler'],,,,https://sproutsocial.com,Sprout Social,,,0,0,0,0
1/25/2022 8:30:01 AM,SBTS,https://twitter.com/SBTS/status/1485968202031112196,['TheBriefing'],M&amp;M’S Go Woke: MARS Rebrands Chocolate Candy to Make ‘Progressive’ Statement @albertmohler #TheBriefing albertmohler.com/2022/01/25/bri…,['https://albertmohler.com/2022/01/25/briefing-1-25-22/'],['albertmohler'],,,,https://sproutsocial.com,Sprout Social,,,0,0,1,0
1/25/2022 8:00:17 AM,SBTS,https://twitter.com/SBTS/status/1485960716788113411,['TheBriefing'],"‘Children are not Short Adults — But They Have Autonomy As Well, and They Can Know Their Gender’ — Parents, the Transgender Revolutionaries Are Coming for Your Rights @albertmohler #TheBriefing albertmohler.com/2022/01/25/bri…",['https://albertmohler.com/2022/01/25/briefing-1-25-22/'],['albertmohler'],,,,https://sproutsocial.com,Sprout Social,,,0,1,4,0
1/25/2022 7:30:01 AM,SBTS,https://twitter.com/SBTS/status/1485953100296822787,['TheBriefing'],The Transgender Revolution Marches On — Should Mental Health Screenings Be Required for Teenagers Seeking to ‘Transition’? Where Has Our Common Sense Gone? @albertmohler #TheBriefing albertmohler.com/2022/01/25/bri…,['https://albertmohler.com/2022/01/25/briefing-1-25-22/'],['albertmohler'],,,,https://sproutsocial.com,Sprout Social,,,1,0,2,0
1/24/2022 8:30:03 AM,SBTS,https://twitter.com/SBTS/status/1485605818649260044,['TheBriefing'],"Evidence of the Conscience, Rooted in the Image of God: Vast Majority of Doctors Avoid Abortion Practice Like the Plague @albertmohler #TheBriefing albertmohler.com/2022/01/24/bri…",['https://albertmohler.com/2022/01/24/briefing-1-24-22/'],['albertmohler'],,,,https://sproutsocial.com,Sprout Social,,,0,0,2,0
1/24/2022 8:00:16 AM,SBTS,https://twitter.com/SBTS/status/1485598324023607299,['TheBriefing'],‘Jane Roe Did Nothing Besides Sign A Paper That Said She Doesn’t Want to be Pregnant’: Sarah Weddington and the Road to Roe v. Wade @albertmohler #TheBriefing albertmohler.com/2022/01/24/bri…,['https://albertmohler.com/2022/01/24/briefing-1-24-21/'],['albertmohler'],,,,https://sproutsocial.com,Sprout Social,,,0,0,1,0
1/24/2022 7:30:01 AM,SBTS,https://twitter.com/SBTS/status/1485590713563852802,['TheBriefing'],America Marks the 49th Anniversary of Roe v. Wade: Will it Be the Last? A Look at the March for Life and its Opposition @albertmohler #TheBriefing albertmohler.com/2022/01/22/bri…,['https://albertmohler.com/2022/01/22/briefing-1-24-22/'],['albertmohler'],,,,https://sproutsocial.com,Sprout Social,,,0,1,3,0
1/21/2022 8:30:02 AM,SBTS,https://twitter.com/SBTS/status/1484518652409958409,['TheBriefing'],What Should Be the Position of Christians When It Comes to Supporting More Pro-Family Policies from the Government? — Dr. Mohler Responds to Letters from Listeners of The Briefing @albertmohler #TheBriefing albertmohler.com/2022/01/21/bri…,['https://albertmohler.com/2022/01/21/briefing-1-21-22/'],['albertmohler'],,,,https://sproutsocial.com,Sprout Social,,,0,0,2,0
1/21/2022 8:20:00 AM,SBTS,https://twitter.com/SBTS/status/1484516129372573699,['TheBriefing'],What Checks on Executive Power Belong to the People? — Dr. Mohler Responds to Letters from Listeners of The Briefing @albertmohler #TheBriefing albertmohler.com/2022/01/21/bri…,['https://albertmohler.com/2022/01/21/briefing-1-21-22/'],['albertmohler'],,,,https://sproutsocial.com,Sprout Social,,,0,0,1,0
1/21/2022 8:10:00 AM,SBTS,https://twitter.com/SBTS/status/1484513612915949573,['TheBriefing'],How Do You Define Conservatism? — Dr. Mohler Responds to Letters from Listeners of The Briefing @albertmohler #TheBriefing albertmohler.com/2022/01/21/bri…,['https://albertmohler.com/2022/01/21/briefing-1-21-22/'],['albertmohler'],,,,https://sproutsocial.com,Sprout Social,,,0,1,1,0
1/21/2022 8:00:25 AM,SBTS,https://twitter.com/SBTS/status/1484511198326542339,['TheBriefing'],How Does the Proposed Conversion Therapy Ban in Indiana Relate to the Equality Act? — Dr. Mohler Responds to Letters from Listeners of The Briefing @albertmohler #TheBriefing albertmohler.com/2022/01/21/bri…,['https://albertmohler.com/2022/01/21/briefing-1-21-22/'],['albertmohler'],,,,https://sproutsocial.com,Sprout Social,,,0,0,1,1
1/21/2022 7:50:00 AM,SBTS,https://twitter.com/SBTS/status/1484508578941657088,['TheBriefing'],How Can God Know Evil and Not Sin? — Dr. Mohler Responds to Letters from Listeners of The Briefing @albertmohler #TheBriefing albertmohler.com/2022/01/21/bri…,['https://albertmohler.com/2022/01/21/briefing-1-21-22/'],['albertmohler'],,,,https://sproutsocial.com,Sprout Social,,,0,0,2,0
1/21/2022 7:40:00 AM,SBTS,https://twitter.com/SBTS/status/1484506062204157954,['TheBriefing'],The Power to Tax is the Power to Destroy’: Do Government Bureaucrats Get to Decide Who Is a True Minister of Your Church? Clarifying the Supreme Court’s Decision Not to Hear a Church’s Appeal @albertmohler #TheBriefing albertmohler.com/2022/01/21/bri…,['https://albertmohler.com/2022/01/21/briefing-1-21-22/'],['albertmohler'],,,,https://sproutsocial.com,Sprout Social,,,0,0,2,0
1/21/2022 7:30:02 AM,SBTS,https://twitter.com/SBTS/status/1484503552135507970,['TheBriefing'],The Anniversary of Roe v. Wade Comes Sunday: It Arrives This Year With Hope of a Supreme Court Reversal @albertmohler #TheBriefing albertmohler.com/2022/01/21/bri…,['https://albertmohler.com/2022/01/21/briefing-1-21-22/'],['albertmohler'],,,,https://sproutsocial.com,Sprout Social,,,0,0,3,0
1/20/2022 8:30:02 AM,SBTS,https://twitter.com/SBTS/status/1484156266993922053,['TheBriefing'],‘Culture Is Really A Way That Hearts and Minds Are Changed’: New Director of American LGBTQ+ Provides Stunning Statement in How Moral Revolutions Happen @albertmohler #TheBriefing albertmohler.com/2022/01/20/bri…,['https://albertmohler.com/2022/01/20/briefing-1-20-22/'],['albertmohler'],,,,https://sproutsocial.com,Sprout Social,,,0,0,0,0
1/20/2022 8:15:00 AM,SBTS,https://twitter.com/SBTS/status/1484152483635249153,['TheBriefing'],God’s Wonder Beyond Human Imagination and Control: Volcano Near Tonga Erupts with Fury—and with Global Consequences @albertmohler #TheBriefing albertmohler.com/2022/01/20/bri…,['https://albertmohler.com/2022/01/20/briefing-1-20-22/'],['albertmohler'],,,,https://sproutsocial.com,Sprout Social,,,0,0,0,0
1/20/2022 8:00:10 AM,SBTS,https://twitter.com/SBTS/status/1484148747617673221,['TheBriefing'],Supreme Court Denies Appeal and Sends an Important Message that the Government Will Not Decide Who is and Who is Not a Religious Minister @albertmohler #TheBriefing albertmohler.com/2022/01/20/bri…,['https://albertmohler.com/2022/01/20/briefing-1-20-22/'],['albertmohler'],,,,https://sproutsocial.com,Sprout Social,,,1,1,1,0
1/20/2022 7:45:01 AM,SBTS,https://twitter.com/SBTS/status/1484144934663954435,['TheBriefing'],"“If That’s Mistaken, and If We All Agree That’s Mistaken, What’s Left to Decide?”: Supreme Court Hears Oral Arguments Over Denial of Christian Flag at Boston City Hall @albertmohler #TheBriefing albertmohler.com/2022/01/20/bri…",['https://albertmohler.com/2022/01/20/briefing-1-20-22/'],['albertmohler'],,,,https://sproutsocial.com,Sprout Social,,,0,0,1,0
1/20/2022 7:30:02 AM,SBTS,https://twitter.com/SBTS/status/1484141164538302468,['TheBriefing'],Why the Sharp Increase in Church-State Controversies in Recent Decades? It’s Not an Accident @albertmohler #TheBriefing albertmohler.com/2022/01/20/bri…,['https://albertmohler.com/2022/01/20/briefing-1-20-22/'],['albertmohler'],,,,https://sproutsocial.com,Sprout Social,,,0,0,0,0
1/19/2022 8:30:03 AM,SBTS,https://twitter.com/SBTS/status/1483793880755707907,['TheBriefing'],‘Not Until We Can Take Care of Ourselves Will I Prioritize Them Over Us’: Billionaire NBA Owner Says Genocide of Uyghurs in China is Below His Moral Bottom Line @albertmohler #TheBriefing albertmohler.com/2022/01/19/bri…,['https://albertmohler.com/2022/01/19/briefing-1-19-22/'],['albertmohler'],,,,https://sproutsocial.com,Sprout Social,,,0,0,0,0
1/19/2022 8:00:15 AM,SBTS,https://twitter.com/SBTS/status/1483786383080804353,['TheBriefing'],Counseling on the Basis of the Sufficiency and Authority of Biblical Truth: The Ministry of Biblical Counseling @albertmohler #TheBriefing albertmohler.com/2022/01/19/bri…,['https://albertmohler.com/2022/01/19/briefing-1-19-22/'],['albertmohler'],,,,https://sproutsocial.com,Sprout Social,,,0,0,0,1
1/19/2022 7:30:02 AM,SBTS,https://twitter.com/SBTS/status/1483778776664313864,['TheBriefing'],‘Ordinances and Resolutions Like This are Intended to Change the Culture’: Totalitarian Demands of the Sexual Revolution Collide with Religious Liberty in Indiana @albertmohler #TheBriefing albertmohler.com/2022/01/19/bri…,['https://albertmohler.com/2022/01/19/briefing-1-19-22/'],['albertmohler'],,,,https://sproutsocial.com,Sprout Social,,,0,0,0,0
1/18/2022 8:30:03 AM,SBTS,https://twitter.com/SBTS/status/1483431492474843140,['TheBriefing'],"The ‘Latinx’ Controversy: The Worldview Implications of an Ideological Term Embraced by Media and Academic Elites, But Hated by Others @albertmohler #TheBriefing albertmohler.com/2022/01/18/bri…",['https://albertmohler.com/2022/01/18/briefing-1-18-22/'],['albertmohler'],,,,https://sproutsocial.com,Sprout Social,,,0,0,1,0
